name,port,siz,atm,hyd,pop,gov,law,tl,uwp
System-1713,C,4,5,5,4,5,9,A,C455459-A
System-1714,E,8,9,7,7,7,6,3,E897776-3
System-1715,C,6,4,2,5,7,5,6,C642575-6
System-1716,C,5,7,5,8,6,B,3,C57586B-3
System-1717,D,5,5,2,5,7,6,3,D552576-3
System-1718,D,6,6,7,2,4,3,3,D667243-3
System-1719,E,3,1,0,7,5,5,4,E310755-4
System-1720,E,2,3,8,3,4,4,4,E238344-4
System-1721,C,4,0,0,2,1,0,6,C400210-6
System-1722,C,9,7,9,5,3,3,A,C979533-A
System-1723,E,2,3,5,2,2,1,5,E235221-5
System-1724,E,7,9,7,6,3,7,2,E797637-2
System-1725,B,4,1,0,3,3,0,D,B410330-D
System-1726,C,5,6,8,3,0,0,A,C568300-A
System-1727,E,5,0,0,0,0,0,3,E500000-3
System-1728,C,7,5,2,5,8,A,4,C75258A-4
System-1729,C,7,9,A,2,1,2,B,C79A212-B
System-1730,C,2,0,0,3,5,3,A,C200353-A
System-1731,D,8,9,8,6,2,5,2,D898625-2
System-1732,A,5,9,7,7,6,9,7,A597769-7
System-1733,B,6,4,4,8,6,6,7,B644866-7
System-1734,E,4,1,0,9,6,2,6,E410962-6
System-1735,X,5,4,0,6,7,6,0,X540676-0
System-1736,C,7,7,8,8,6,A,6,C77886A-6
System-1737,C,6,8,A,3,3,4,8,C68A334-8
System-1738,D,4,2,0,9,B,9,8,D4209B9-8
System-1739,E,3,4,8,4,7,7,5,E348477-5
System-1740,B,6,7,6,1,2,4,A,B676124-A
System-1741,B,1,1,0,3,6,3,B,B110363-B
System-1742,D,5,4,3,5,4,4,5,D543544-5
System-1743,E,3,0,0,8,B,B,4,E3008BB-4
System-1744,C,7,6,1,7,2,4,7,C761724-7
System-1745,X,2,2,0,9,8,8,1,X220988-1
System-1746,C,7,9,5,A,8,6,A,C795A86-A
System-1747,X,9,B,A,4,4,7,6,X9BA447-6
System-1748,C,7,5,9,4,2,0,5,C759420-5
System-1749,C,9,E,A,4,3,5,7,C9EA435-7
System-1750,X,3,3,1,9,A,9,1,X3319A9-1
System-1751,C,1,1,0,6,5,5,7,C110655-7
System-1752,C,5,3,5,9,A,A,8,C5359AA-8
System-1753,C,8,5,4,4,2,2,4,C854422-4
System-1754,E,6,5,6,1,0,2,4,E656102-4
System-1755,D,7,6,4,6,9,9,5,D764699-5
System-1756,D,6,B,A,4,5,4,9,D6BA454-9
System-1757,X,6,5,6,4,1,5,2,X656415-2
System-1758,E,5,2,0,7,6,5,3,E520765-3
System-1759,C,6,8,6,6,8,9,5,C686689-5
System-1760,E,7,9,9,1,2,3,7,E799123-7
System-1761,C,2,0,0,5,5,9,7,C200559-7
System-1762,E,2,0,0,3,4,6,4,E200346-4
System-1763,B,8,B,5,5,8,8,C,B8B5588-C
System-1764,E,3,7,7,9,8,4,5,E377984-5
System-1765,C,2,0,0,8,5,7,9,C200857-9
System-1766,D,8,9,9,2,2,0,4,D899220-4
System-1767,E,8,8,9,4,9,B,5,E88949B-5
System-1768,B,6,6,3,7,5,1,6,B663751-6
System-1769,B,7,3,7,2,2,3,C,B737223-C
System-1770,E,9,E,6,5,5,3,4,E9E6553-4
System-1771,C,5,1,0,0,2,7,9,C510027-9
System-1772,B,B,C,3,5,7,A,8,BBC357A-8
System-1773,C,3,4,0,5,6,8,6,C340568-6
System-1774,E,2,2,3,B,E,E,C,E223BEE-C
System-1775,D,7,2,0,6,5,7,5,D720657-5
System-1776,E,6,B,7,5,6,6,3,E6B7566-3
System-1777,E,C,A,A,5,6,4,6,ECAA564-6
System-1778,D,5,8,A,4,4,8,4,D58A448-4
System-1779,D,7,6,5,3,3,2,7,D765332-7
System-1780,D,0,0,0,0,0,2,8,D000002-8
System-1781,E,1,2,0,7,8,9,6,E120789-6
System-1782,E,4,3,1,7,6,6,7,E431766-7
System-1783,C,5,7,A,4,7,6,7,C57A476-7
System-1784,A,5,2,1,7,8,A,D,A52178A-D
System-1785,E,0,0,0,9,A,A,A,E0009AA-A
System-1786,E,4,9,A,5,5,7,6,E49A557-6
System-1787,E,4,2,2,6,2,0,5,E422620-5
System-1788,E,4,6,5,4,2,0,7,E465420-7
System-1789,C,B,8,A,4,3,1,8,CB8A431-8
System-1790,C,7,7,7,4,3,3,6,C777433-6
System-1791,A,8,A,4,5,8,6,B,A8A4586-B
System-1792,C,1,0,0,7,6,9,8,C100769-8
System-1793,B,5,2,3,7,7,7,8,B523777-8
System-1794,D,5,8,3,1,1,1,7,D583111-7
System-1795,X,1,3,0,5,8,7,4,X130587-4
System-1796,E,4,6,3,8,B,A,4,E4638BA-4
System-1797,X,2,0,0,0,3,2,2,X200032-2
System-1798,C,5,7,6,5,8,B,9,C57658B-9
System-1799,X,7,A,6,D,C,D,6,X7A6DCD-6
System-1800,D,8,B,A,3,7,C,8,D8BA37C-8
System-1801,A,1,4,0,8,C,9,B,A1408C9-B
System-1802,E,5,8,7,7,2,1,3,E587721-3
System-1803,D,4,5,7,5,0,0,7,D457500-7
System-1804,X,4,6,7,5,5,8,0,X467558-0
System-1805,E,3,4,3,5,5,3,7,E343553-7
System-1806,B,2,0,0,5,5,6,E,B200556-E
System-1807,A,5,A,3,5,4,1,A,A5A3541-A
System-1808,B,6,5,6,3,0,3,7,B656303-7
System-1809,X,8,8,5,7,5,5,3,X885755-3
System-1810,C,6,B,6,5,2,0,8,C6B6520-8
System-1811,X,1,0,0,6,9,A,0,X10069A-0
System-1812,X,5,5,2,8,7,6,2,X552876-2
System-1813,X,9,C,A,6,5,6,1,X9CA656-1
System-1814,A,6,4,0,9,C,F,A,A6409CF-A
System-1815,B,2,0,0,4,9,B,9,B20049B-9
System-1816,B,5,7,9,5,4,3,8,B579543-8
System-1817,B,3,4,3,7,2,1,A,B343721-A
System-1818,B,5,6,4,5,3,5,8,B564535-8
System-1819,C,2,3,3,4,7,B,7,C23347B-7
System-1820,D,3,1,0,8,B,C,6,D3108BC-6
System-1821,X,5,5,1,3,4,6,0,X551346-0
System-1822,B,0,0,0,3,1,1,E,B000311-E
System-1823,C,3,0,0,3,3,4,7,C300334-7
System-1824,C,4,8,A,8,8,A,6,C48A88A-6
System-1825,D,6,8,5,5,9,A,6,D68559A-6
System-1826,B,9,8,8,2,4,3,6,B988243-6
System-1827,E,4,5,3,8,7,9,7,E453879-7
System-1828,X,8,C,7,4,2,2,4,X8C7422-4
System-1829,A,3,1,0,6,9,A,B,A31069A-B
System-1830,E,4,3,0,9,6,6,A,E430966-A
System-1831,E,3,8,8,5,9,9,3,E388599-3
System-1832,C,7,6,3,6,6,7,5,C763667-5
System-1833,X,6,7,7,9,B,9,1,X6779B9-1
System-1834,E,7,5,5,4,0,0,8,E755400-8
System-1835,C,3,3,4,6,5,5,B,C334655-B
System-1836,C,9,8,A,3,6,8,8,C98A368-8
System-1837,E,3,3,1,0,0,1,5,E331001-5
System-1838,C,3,1,0,3,3,6,A,C310336-A
System-1839,X,6,9,A,8,6,8,3,X69A868-3
System-1840,B,3,2,4,3,4,8,D,B324348-D
System-1841,C,5,7,7,2,2,2,7,C577222-7
System-1842,D,7,5,2,4,3,2,3,D752432-3
System-1843,X,5,5,5,1,5,0,0,X555150-0
System-1844,D,0,0,0,5,9,9,8,D000599-8
System-1845,B,5,9,9,7,4,8,B,B599748-B
System-1846,X,8,8,9,6,3,3,1,X889633-1
System-1847,X,2,3,1,8,6,6,4,X231866-4
System-1848,X,6,8,8,6,2,0,0,X688620-0
System-1849,X,6,9,A,7,6,4,2,X69A764-2
System-1850,C,4,6,4,4,5,3,7,C464453-7
System-1851,D,3,7,4,6,7,3,5,D374673-5
System-1852,E,8,8,A,6,6,A,5,E88A66A-5
System-1853,C,4,4,2,0,0,0,6,C442000-6
System-1854,X,4,5,6,4,5,3,2,X456453-2
System-1855,C,1,2,0,6,7,C,A,C12067C-A
System-1856,E,3,6,6,2,1,0,7,E366210-7
System-1857,D,4,3,3,0,0,0,9,D433000-9
System-1858,D,7,B,8,9,C,G,7,D7B89CG-7
System-1859,E,8,A,6,5,7,5,5,E8A6575-5
System-1860,C,4,4,3,3,0,0,A,C443300-A
System-1861,D,4,3,0,8,6,8,6,D430868-6
System-1862,A,7,6,5,3,0,2,D,A765302-D
System-1863,D,2,5,4,5,2,0,7,D254520-7
System-1864,D,4,5,6,9,9,C,8,D45699C-8
System-1865,E,4,3,2,9,8,8,A,E432988-A
System-1866,E,7,4,8,1,1,0,2,E748110-2
System-1867,X,7,6,6,3,0,0,0,X766300-0
System-1868,C,3,3,6,8,9,D,6,C33689D-6
System-1869,C,2,1,0,4,4,6,A,C210446-A
System-1870,B,6,4,0,7,8,4,A,B640784-A
System-1871,C,4,5,8,9,C,G,9,C4589CG-9
System-1872,E,6,6,6,1,1,2,3,E666112-3
System-1873,D,7,9,8,4,9,4,3,D798494-3
System-1874,D,6,6,5,7,6,5,3,D665765-3
System-1875,X,8,4,3,6,6,B,0,X84366B-0
System-1876,C,1,4,0,6,9,5,7,C140695-7
System-1877,X,8,6,2,3,5,3,4,X862353-4
System-1878,C,5,7,A,1,1,0,A,C57A110-A
System-1879,C,2,0,0,7,B,8,7,C2007B8-7
System-1880,D,9,8,5,7,8,B,1,D98578B-1
System-1881,B,4,2,0,4,2,2,9,B420422-9
System-1882,X,6,1,0,8,7,5,0,X610875-0
System-1883,B,6,B,A,4,5,2,C,B6BA452-C
System-1884,E,3,3,3,5,8,6,5,E333586-5
System-1885,C,6,A,8,2,4,6,5,C6A8246-5
System-1886,E,4,0,0,6,3,1,6,E400631-6
System-1887,E,1,0,0,5,0,0,B,E100500-B
System-1888,B,7,4,4,2,4,6,8,B744246-8
System-1889,B,7,8,6,4,3,1,A,B786431-A
System-1890,A,5,2,4,1,3,4,D,A524134-D
System-1891,E,4,4,5,4,6,8,5,E445468-5
System-1892,X,7,9,8,1,1,4,1,X798114-1
System-1893,D,4,2,2,8,A,6,4,D4228A6-4
System-1894,X,7,B,6,6,9,9,3,X7B6699-3
System-1895,E,4,8,3,6,A,9,5,E4836A9-5
System-1896,C,2,0,0,8,5,2,9,C200852-9
System-1897,X,4,5,4,4,2,0,0,X454420-0
System-1898,X,5,9,5,4,8,9,0,X595489-0
System-1899,E,2,0,0,5,2,0,5,E200520-5
System-1900,E,1,0,0,5,5,9,6,E100559-6
System-1901,D,7,2,6,1,2,3,8,D726123-8
System-1902,D,9,9,9,5,4,3,3,D999543-3
System-1903,B,5,1,0,4,5,5,C,B510455-C
System-1904,E,9,9,A,6,B,8,6,E99A6B8-6
System-1905,X,6,5,4,9,A,7,3,X6549A7-3
System-1906,B,3,7,5,3,1,0,C,B375310-C
System-1907,X,4,9,5,3,6,4,4,X495364-4
System-1908,E,5,3,5,4,5,6,7,E535456-7
System-1909,B,6,5,4,7,9,A,6,B65479A-6
System-1910,X,9,B,7,9,7,9,0,X9B7979-0
System-1911,E,5,4,5,7,8,A,4,E54578A-4
System-1912,C,7,3,3,6,7,9,5,C733679-5
System-1913,D,4,4,5,7,7,7,3,D445777-3
System-1914,D,7,8,8,8,5,4,3,D788854-3
System-1915,D,6,1,0,8,7,B,3,D61087B-3
System-1916,D,1,2,0,8,7,7,5,D120877-5
System-1917,C,4,3,4,9,B,B,9,C4349BB-9
System-1918,E,5,4,6,5,0,5,4,E546505-4
System-1919,C,3,0,0,1,0,0,9,C300100-9
System-1920,C,4,3,3,5,9,7,6,C433597-6
System-1921,C,3,3,0,2,0,5,7,C330205-7
System-1922,E,6,8,5,4,0,0,6,E685400-6
System-1923,X,5,3,1,7,3,7,3,X531737-3
System-1924,C,7,8,6,1,0,0,7,C786100-7
System-1925,X,9,4,8,5,4,3,2,X948543-2
System-1926,B,3,7,8,7,5,2,C,B378752-C
System-1927,C,6,2,0,7,C,A,6,C6207CA-6
System-1928,E,5,5,4,4,1,0,2,E554410-2
System-1929,E,8,8,A,8,6,6,6,E88A866-6
System-1930,B,7,7,A,5,4,4,8,B77A544-8
System-1931,D,3,1,0,5,5,5,8,D310555-8
System-1932,D,6,1,0,8,A,F,5,D6108AF-5
System-1933,D,5,5,2,4,5,4,6,D552454-6
System-1934,E,1,0,0,5,5,5,7,E100555-7
System-1935,E,4,6,4,A,C,A,8,E464ACA-8
System-1936,X,3,8,7,6,3,6,0,X387636-0
System-1937,D,4,4,0,4,5,6,6,D440456-6
System-1938,C,7,4,1,7,A,A,6,C7417AA-6
System-1939,B,1,1,0,8,8,3,8,B110883-8
System-1940,E,5,A,9,5,3,5,8,E5A9535-8
System-1941,C,5,5,8,7,5,0,9,C558750-9
System-1942,C,3,4,0,3,5,2,6,C340352-6
System-1943,D,3,7,6,6,A,A,6,D3766AA-6
System-1944,E,6,9,8,4,2,2,3,E698422-3
System-1945,X,3,2,3,5,3,6,3,X323536-3
System-1946,X,4,3,2,4,6,A,3,X43246A-3
System-1947,X,4,5,4,4,4,4,0,X454444-0
System-1948,X,1,1,0,6,3,0,3,X110630-3
System-1949,C,4,4,0,5,3,0,8,C440530-8
System-1950,D,2,3,2,9,C,H,9,D2329CH-9
System-1951,D,7,4,5,1,0,2,8,D745102-8
System-1952,D,5,5,4,3,3,1,2,D554331-2
System-1953,E,5,2,5,4,2,2,8,E525422-8
System-1954,C,7,C,7,3,3,2,6,C7C7332-6
System-1955,D,1,0,0,6,3,0,4,D100630-4
System-1956,C,6,8,9,7,7,5,6,C689775-6
System-1957,X,4,6,6,5,8,A,1,X46658A-1
System-1958,C,9,9,A,6,5,1,A,C99A651-A
System-1959,E,7,8,A,6,3,2,3,E78A632-3
System-1960,C,0,0,0,5,7,6,B,C000576-B
System-1961,C,2,3,3,5,5,7,9,C233557-9
System-1962,B,5,4,8,5,4,4,7,B548544-7
System-1963,D,2,0,0,0,1,0,8,D200010-8
System-1964,B,F,F,A,5,1,1,B,BFFA511-B
System-1965,C,4,3,0,1,0,0,A,C430100-A
System-1966,E,6,8,A,2,4,7,6,E68A247-6
System-1967,X,3,1,0,4,0,0,6,X310400-6
System-1968,D,3,0,0,6,1,0,5,D300610-5
System-1969,E,3,1,0,4,4,4,7,E310444-7
System-1970,C,3,0,0,8,9,6,6,C300896-6
System-1971,A,1,1,0,6,7,4,F,A110674-F
System-1972,X,6,5,1,8,7,7,0,X651877-0
System-1973,E,6,4,6,3,6,A,4,E64636A-4
System-1974,X,8,9,A,6,5,4,3,X89A654-3
System-1975,B,3,0,0,4,1,0,9,B300410-9
System-1976,D,5,5,5,6,4,5,4,D555645-4
System-1977,B,8,6,A,6,6,9,B,B86A669-B
System-1978,E,5,2,1,9,D,B,4,E5219DB-4
System-1979,D,7,5,6,1,0,0,6,D756100-6
System-1980,C,7,9,A,6,4,0,7,C79A640-7
System-1981,B,4,5,3,7,9,8,7,B453798-7
System-1982,E,6,7,9,4,3,3,4,E679433-4
System-1983,C,3,6,9,7,6,4,8,C369764-8
System-1984,E,4,3,3,3,8,9,9,E433389-9
System-1985,E,5,3,3,5,4,2,3,E533542-3
System-1986,B,4,6,2,8,6,9,7,B462869-7
System-1987,E,4,3,1,8,8,3,7,E431883-7
System-1988,C,3,0,0,9,A,9,7,C3009A9-7
System-1989,C,6,2,3,4,3,1,A,C623431-A
System-1990,C,2,0,0,8,4,4,7,C200844-7
System-1991,D,6,8,9,4,4,5,5,D689445-5
System-1992,X,2,0,0,4,7,2,5,X200472-5
System-1993,C,2,3,4,8,6,9,6,C234869-6
System-1994,D,4,0,0,1,0,2,8,D400102-8
System-1995,B,7,8,4,8,6,4,8,B784864-8
System-1996,E,1,1,0,1,4,6,8,E110146-8
System-1997,C,7,A,4,9,5,8,B,C7A4958-B
System-1998,D,6,9,A,7,8,C,4,D69A78C-4
System-1999,E,9,B,6,2,2,0,7,E9B6220-7
System-2000,E,6,9,A,8,4,2,8,E69A842-8
System-2001,D,4,4,5,8,8,8,7,D445888-7
System-2002,E,7,8,6,5,6,5,2,E786565-2
System-2003,X,9,9,8,1,5,0,1,X998150-1
System-2004,X,4,4,6,6,A,C,0,X4466AC-0
System-2005,X,4,4,9,3,1,0,5,X449310-5
System-2006,E,5,3,6,4,2,0,6,E536420-6
System-2007,E,5,2,3,3,0,0,6,E523300-6
System-2008,E,D,C,A,2,7,7,8,EDCA277-8
System-2009,E,5,4,2,6,3,0,6,E542630-6
System-2010,B,1,4,0,3,0,2,E,B140302-E
System-2011,C,4,3,4,7,7,6,A,C434776-A
System-2012,C,7,8,8,1,2,2,9,C788122-9
System-2013,E,9,9,A,3,5,1,9,E99A351-9
System-2014,C,7,8,8,7,C,A,8,C7887CA-8
System-2015,D,6,3,5,4,4,4,4,D635444-4
System-2016,E,4,9,A,6,5,5,8,E49A655-8
System-2017,X,8,A,3,8,4,1,0,X8A3841-0
System-2018,E,8,A,7,2,3,5,4,E8A7235-4
System-2019,X,7,5,9,7,C,C,0,X7597CC-0
System-2020,D,3,7,7,6,5,6,7,D377656-7
System-2021,C,C,9,A,6,5,3,B,CC9A653-B
System-2022,C,6,9,7,3,0,0,5,C697300-5
System-2023,X,4,6,8,0,0,0,3,X468000-3
System-2024,C,3,0,0,6,8,9,7,C300689-7
System-2025,X,5,5,6,1,0,2,4,X556102-4
System-2026,E,0,0,0,3,6,7,5,E000367-5
System-2027,X,4,5,2,6,6,8,0,X452668-0
System-2028,X,5,2,2,8,9,A,0,X52289A-0
System-2029,D,3,1,0,4,2,1,7,D310421-7
System-2030,X,5,6,4,B,A,B,4,X564BAB-4
System-2031,E,5,A,A,2,4,4,9,E5AA244-9
System-2032,C,4,6,6,6,5,3,9,C466653-9
System-2033,D,5,2,0,2,6,6,7,D520266-7
System-2034,X,2,4,5,6,5,5,0,X245655-0
System-2035,C,8,5,4,5,5,8,8,C854558-8
System-2036,E,7,8,A,5,7,7,4,E78A577-4
System-2037,D,4,6,9,1,0,0,9,D469100-9
System-2038,C,3,8,7,4,6,7,5,C387467-5
System-2039,E,3,0,0,2,5,7,7,E300257-7
System-2040,B,6,4,1,5,8,8,A,B641588-A
System-2041,C,6,9,9,1,0,0,7,C699100-7
System-2042,D,5,5,6,5,8,7,3,D556587-3
System-2043,D,8,7,6,7,6,A,5,D87676A-5
System-2044,E,2,0,0,3,4,5,8,E200345-8
System-2045,C,5,4,6,6,4,0,3,C546640-3
System-2046,B,9,5,2,1,0,0,7,B952100-7
System-2047,C,E,F,A,7,6,2,7,CEFA762-7
System-2048,E,6,8,A,8,4,4,8,E68A844-8
System-2049,C,2,0,0,8,9,6,7,C200896-7
System-2050,C,4,6,7,4,6,9,A,C467469-A
System-2051,B,7,6,6,8,4,5,8,B766845-8
System-2052,B,6,3,0,6,6,5,B,B630665-B
System-2053,E,8,8,7,4,8,A,2,E88748A-2
System-2054,D,4,2,5,5,4,2,7,D425542-7
System-2055,E,8,A,A,B,F,H,A,E8AABFH-A
System-2056,E,9,9,6,6,8,8,5,E996688-5
System-2057,C,3,3,2,5,4,5,9,C332545-9
System-2058,E,8,6,3,3,3,4,6,E863334-6
System-2059,C,5,0,0,8,5,3,5,C500853-5
System-2060,A,1,0,0,4,4,5,E,A100445-E
System-2061,B,7,7,5,2,1,3,7,B775213-7
System-2062,C,4,7,A,4,1,2,A,C47A412-A
System-2063,A,2,2,4,0,1,0,A,A224010-A
System-2064,D,5,3,0,8,6,5,6,D530865-6
System-2065,B,6,9,A,7,2,0,C,B69A720-C
System-2066,D,4,6,A,5,1,0,6,D46A510-6
System-2067,E,5,8,A,2,0,4,6,E58A204-6
System-2068,E,6,6,6,1,0,0,4,E666100-4
System-2069,E,2,0,0,1,1,0,4,E200110-4
System-2070,C,3,0,0,2,2,5,6,C300225-6
System-2071,C,8,A,7,3,5,3,B,C8A7353-B
System-2072,B,6,5,3,2,5,5,C,B653255-C
System-2073,C,5,4,2,6,6,3,4,C542663-4
System-2074,D,7,8,4,5,6,3,7,D784563-7
System-2075,B,6,7,8,7,7,8,5,B678778-5
System-2076,C,0,0,0,6,6,8,A,C000668-A
System-2077,D,2,2,0,5,9,A,9,D22059A-9
System-2078,D,6,2,1,5,4,7,7,D621547-7
System-2079,B,3,2,2,1,5,1,D,B322151-D
System-2080,C,1,0,0,6,2,0,8,C100620-8
System-2081,B,5,5,4,2,3,5,7,B554235-7
System-2082,E,5,3,3,4,8,B,5,E53348B-5
System-2083,X,5,9,4,2,0,0,4,X594200-4
System-2084,D,6,4,4,3,2,5,5,D644325-5
System-2085,A,6,8,4,4,0,1,E,A684401-E
System-2086,C,8,3,2,4,8,9,A,C832489-A
System-2087,E,5,2,6,7,6,A,6,E52676A-6
System-2088,E,5,3,2,4,6,3,4,E532463-4
System-2089,D,1,0,0,1,0,1,9,D100101-9
System-2090,B,4,2,0,9,8,7,C,B420987-C
System-2091,C,5,0,0,3,5,5,A,C500355-A
System-2092,A,6,9,A,0,0,2,C,A69A002-C
System-2093,E,4,6,4,5,3,5,6,E464535-6
System-2094,C,7,A,7,4,0,4,8,C7A7404-8
System-2095,D,5,2,4,6,5,5,6,D524655-6
System-2096,E,9,8,8,6,7,6,4,E988676-4
System-2097,E,6,6,9,8,8,A,7,E66988A-7
System-2098,C,8,5,8,5,7,4,5,C858574-5
System-2099,X,3,0,0,6,2,3,3,X300623-3
System-2100,X,4,5,6,1,0,0,2,X456100-2
System-2101,D,5,4,4,6,9,9,4,D544699-4
System-2102,B,5,2,4,4,6,3,9,B524463-9
System-2103,X,4,7,7,4,6,5,1,X477465-1
System-2104,C,9,8,9,5,4,5,9,C989545-9
System-2105,E,6,2,1,4,1,0,4,E621410-4
System-2106,C,0,0,0,6,4,4,7,C000644-7
System-2107,C,1,3,0,2,2,0,7,C130220-7
System-2108,E,3,3,5,3,5,3,6,E335353-6
System-2109,A,2,0,0,4,1,0,F,A200410-F
System-2110,E,5,2,5,8,A,7,6,E5258A7-6
System-2111,B,1,0,0,1,0,0,C,B100100-C
System-2112,C,6,1,2,5,3,1,A,C612531-A
System-2113,C,8,8,7,4,3,5,7,C887435-7
System-2114,C,2,0,0,2,0,0,8,C200200-8
System-2115,E,1,3,0,5,9,B,6,E13059B-6
System-2116,B,5,7,5,9,B,A,B,B5759BA-B
System-2117,C,2,6,7,8,D,B,5,C2678DB-5
System-2118,C,1,0,0,3,1,2,B,C100312-B
System-2119,E,6,9,8,2,0,0,5,E698200-5
System-2120,C,5,0,0,8,7,3,9,C500873-9
System-2121,B,5,3,4,0,0,1,8,B534001-8
System-2122,E,7,2,1,4,5,4,8,E721454-8
System-2123,X,3,0,0,9,7,A,3,X30097A-3
System-2124,E,3,0,0,5,3,5,6,E300535-6
System-2125,C,8,6,3,6,6,8,5,C863668-5
System-2126,B,6,A,7,6,5,6,8,B6A7656-8
System-2127,D,9,8,6,3,3,0,3,D986330-3
System-2128,C,7,2,7,6,6,8,5,C727668-5
System-2129,E,3,2,0,8,5,9,8,E320859-8
System-2130,E,0,0,0,1,0,0,7,E000100-7
System-2131,D,4,3,2,5,9,D,4,D43259D-4
System-2132,X,5,8,6,8,6,7,0,X586867-0
System-2133,B,2,6,A,5,2,0,9,B26A520-9
System-2134,D,7,6,8,4,2,1,7,D768421-7
System-2135,E,7,5,5,5,7,7,2,E755577-2
System-2136,C,7,5,6,5,7,9,9,C756579-9
System-2137,E,1,3,0,5,0,3,7,E130503-7
System-2138,C,8,8,7,6,4,2,4,C887642-4
System-2139,B,6,1,0,8,B,D,6,B6108BD-6
System-2140,C,4,2,6,5,5,8,7,C426558-7
System-2141,E,4,4,4,4,4,8,7,E444448-7
System-2142,E,2,3,7,2,1,4,5,E237214-5
System-2143,A,7,8,A,5,5,3,G,A78A553-G
System-2144,A,0,0,0,8,A,9,A,A0008A9-A
System-2145,X,3,6,7,5,8,7,1,X367587-1
System-2146,X,4,8,9,8,8,7,0,X489887-0
System-2147,E,8,8,8,3,0,0,6,E888300-6
System-2148,B,1,4,0,5,2,2,9,B140522-9
System-2149,D,5,9,5,3,4,3,7,D595343-7
System-2150,B,4,7,A,3,3,2,9,B47A332-9
System-2151,X,2,1,0,7,7,4,1,X210774-1
System-2152,E,1,0,0,6,3,4,7,E100634-7
System-2153,C,7,C,5,5,3,2,6,C7C5532-6
System-2154,E,8,9,A,6,2,3,8,E89A623-8
System-2155,D,4,8,A,2,5,5,8,D48A255-8
System-2156,C,4,5,6,2,2,2,7,C456222-7
System-2157,E,3,3,1,8,4,4,5,E331844-5
System-2158,X,4,5,5,2,0,0,0,X455200-0
System-2159,C,2,6,5,5,5,6,A,C265556-A
System-2160,D,3,0,0,8,4,5,3,D300845-3
System-2161,C,3,3,2,7,5,4,6,C332754-6
System-2162,C,2,3,0,7,7,7,A,C230777-A
System-2163,X,6,6,7,7,C,9,0,X6677C9-0
System-2164,E,3,4,6,5,4,4,6,E346544-6
System-2165,E,3,8,7,5,2,0,3,E387520-3
System-2166,A,6,5,5,1,4,5,8,A655145-8
System-2167,C,5,4,2,5,3,3,9,C542533-9
System-2168,C,8,7,7,2,4,7,7,C877247-7
System-2169,X,5,2,0,1,0,4,3,X520104-3
System-2170,X,3,2,0,4,3,2,3,X320432-3
System-2171,C,0,0,0,5,8,9,C,C000589-C
System-2172,C,1,1,0,6,5,2,B,C110652-B
System-2173,X,8,7,6,7,3,2,0,X876732-0
System-2174,D,8,6,7,4,2,5,7,D867425-7
System-2175,D,4,0,0,1,3,0,5,D400130-5
System-2176,B,5,7,4,6,6,B,7,B57466B-7
System-2177,D,7,6,7,8,7,6,6,D767876-6
System-2178,E,9,5,9,4,4,4,5,E959444-5
System-2179,X,1,0,0,9,5,0,6,X100950-6
System-2180,E,7,5,6,7,4,4,3,E756744-3
System-2181,B,5,9,9,1,2,0,C,B599120-C
System-2182,D,2,4,2,8,9,B,3,D24289B-3
System-2183,C,1,0,0,5,8,4,8,C100584-8
System-2184,C,8,8,5,8,8,6,5,C885886-5
System-2185,A,3,0,0,7,A,D,D,A3007AD-D
System-2186,X,8,8,9,4,7,9,2,X889479-2
System-2187,E,1,1,0,1,2,0,9,E110120-9
System-2188,C,5,4,3,5,0,0,5,C543500-5
System-2189,E,8,7,4,0,0,5,3,E874005-3
System-2190,B,8,8,4,6,5,5,8,B884655-8
System-2191,X,4,4,1,9,A,7,3,X4419A7-3
System-2192,D,3,4,4,5,8,A,3,D34458A-3
System-2193,B,5,3,0,1,0,1,C,B530101-C
System-2194,E,1,1,0,7,7,3,5,E110773-5
System-2195,E,8,4,5,7,5,4,3,E845754-3
System-2196,E,5,2,0,2,0,0,8,E520200-8
System-2197,X,4,9,A,3,6,6,1,X49A366-1
System-2198,D,5,7,7,3,0,0,4,D577300-4
System-2199,E,5,5,3,9,C,E,3,E5539CE-3
System-2200,C,1,0,0,8,4,1,8,C100841-8
System-2201,B,6,3,3,7,5,6,7,B633756-7
System-2202,E,5,6,7,5,0,0,8,E567500-8
System-2203,B,8,8,A,2,4,7,A,B88A247-A
System-2204,X,6,9,6,7,8,8,0,X696788-0
System-2205,D,7,5,4,4,1,0,7,D754410-7
System-2206,X,2,0,0,5,3,5,5,X200535-5
System-2207,C,4,0,0,0,0,0,6,C400000-6
System-2208,X,8,7,8,3,8,7,2,X878387-2
System-2209,B,8,A,2,3,0,0,9,B8A2300-9
System-2210,X,8,3,2,5,8,6,3,X832586-3
System-2211,C,4,3,6,4,1,2,A,C436412-A
System-2212,B,8,7,2,7,A,7,A,B8727A7-A
System-2213,X,0,0,0,9,7,9,3,X000979-3
System-2214,E,6,7,6,8,8,9,3,E676889-3
System-2215,E,6,B,6,4,4,4,4,E6B6444-4
System-2216,D,D,C,6,1,4,0,5,DDC6140-5
System-2217,B,0,0,0,8,7,4,A,B000874-A
System-2218,B,3,8,8,3,2,6,7,B388326-7
System-2219,X,4,4,4,B,B,D,4,X444BBD-4
System-2220,X,6,9,A,1,0,1,3,X69A101-3
